ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,day_friday,day_friday_lower,day_friday_upper,day_monday,day_monday_lower,day_monday_upper,day_saturday,day_saturday_lower,day_saturday_upper,day_sunday,day_sunday_lower,day_sunday_upper,day_thursday,day_thursday_lower,day_thursday_upper,day_tuesday,day_tuesday_lower,day_tuesday_upper,day_wednesday,day_wednesday_lower,day_wednesday_upper,event_score,event_score_lower,event_score_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,precipitation_sum_mm,precipitation_sum_mm_lower,precipitation_sum_mm_upper,temperature_2m_mean,temperature_2m_mean_lower,temperature_2m_mean_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-06-09,556.3745839364548,284.3277828199665,609.6535756732338,556.3745839364548,556.3745839364548,-99.64987879651697,-99.64987879651697,-99.64987879651697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8428416,17.8428416,17.8428416,-8.38584428893841,-8.38584428893841,-8.38584428893841,36.69524544955938,36.69524544955938,36.69524544955938,2.9681096505961495,2.9681096505961495,2.9681096505961495,24.27013848790164,24.27013848790164,24.27013848790164,-110.56806372203945,-110.56806372203945,-110.56806372203945,-25.77706052403691,-25.77706052403691,-25.77706052403691,0.0,0.0,0.0,456.7247051399378
2021-06-10,556.2221891921216,327.3853739642227,645.1909328640631,556.2221891921216,556.2221891921216,-69.11837922133965,-69.11837922133965,-69.11837922133965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.260775,23.260775,23.260775,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,43.374504446161055,43.374504446161055,43.374504446161055,2.9681096505961495,2.9681096505961495,2.9681096505961495,25.531464084503316,25.531464084503316,25.531464084503316,-72.64221339953863,-72.64221339953863,-72.64221339953863,-39.85067026796207,-39.85067026796207,-39.85067026796207,0.0,0.0,0.0,487.103809970782
2021-06-11,556.0697942727971,337.06558285647463,652.0845730190181,556.0697942727971,556.0697942727971,-63.9922459113753,-63.9922459113753,-63.9922459113753,25.751249,25.751249,25.751249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,44.60365284955938,44.60365284955938,44.60365284955938,2.9681096505961495,2.9681096505961495,2.9681096505961495,24.27013848790164,24.27013848790164,24.27013848790164,-55.20975884686402,-55.20975884686402,-55.20975884686402,-53.386139914070654,-53.386139914070654,-53.386139914070654,0.0,0.0,0.0,492.07754836142186
2021-06-12,555.9173993534725,473.7745209926143,810.3048758606577,555.9173993534725,555.9173993534725,82.07297457785874,82.07297457785874,82.07297457785874,0.0,0.0,0.0,0.0,0.0,0.0,46.071011,46.071011,46.071011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,61.13943805975436,61.13943805975436,61.13943805975436,2.9681096505961495,2.9681096505961495,2.9681096505961495,20.48616169809663,20.48616169809663,20.48616169809663,87.02938896735881,87.02938896735881,87.02938896735881,-66.09585244925444,-66.09585244925444,-66.09585244925444,0.0,0.0,0.0,637.9903739313313
2021-06-13,555.7650044341481,691.9919006645132,1020.1253923622402,555.7650044341481,555.7650044341481,304.4472881623436,304.4472881623436,304.4472881623436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.924025,74.924025,74.924025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,93.14576605125853,93.14576605125853,93.14576605125853,2.9681096505961495,2.9681096505961495,2.9681096505961495,23.639475689600804,23.639475689600804,23.639475689600804,289.00011429199037,289.00011429199037,289.00011429199037,-77.6985921809053,-77.6985921809053,-77.6985921809053,0.0,0.0,0.0,860.2122925964917
2021-06-14,555.6126095148235,319.3741135920907,633.0934300117457,555.6126095148235,555.6126095148235,-78.17177924851852,-78.17177924851852,-78.17177924851852,0.0,0.0,0.0,27.586698,27.586698,27.586698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,52.11506703426689,52.11506703426689,52.11506703426689,2.9681096505961495,2.9681096505961495,2.9681096505961495,29.946103672609155,29.946103672609155,29.946103672609155,-42.36130620624994,-42.36130620624994,-42.36130620624994,-87.92554007653547,-87.92554007653547,-87.92554007653547,0.0,0.0,0.0,477.44083026630494
2021-06-15,555.460214595499,254.0363178462294,567.9116917140232,555.460214595499,555.460214595499,-144.06122067250507,-144.06122067250507,-144.06122067250507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.031354,20.031354,20.031354,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,47.71303702577107,47.71303702577107,47.71303702577107,2.9681096505961495,2.9681096505961495,2.9681096505961495,33.099417664113325,33.099417664113325,33.099417664113325,-95.24816108299655,-95.24816108299655,-95.24816108299655,-96.52609661527958,-96.52609661527958,-96.52609661527958,0.0,0.0,0.0,411.3989939229939
2021-06-16,555.3078196761745,236.13086527310668,550.0862262143709,555.3078196761745,555.3078196761745,-160.2749777911143,-160.2749777911143,-160.2749777911143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8428416,17.8428416,17.8428416,-8.38584428893841,-8.38584428893841,-8.38584428893841,53.56647235496178,53.56647235496178,53.56647235496178,2.8114410018760085,2.8114410018760085,2.8114410018760085,41.298034042024184,41.298034042024184,41.298034042024184,-110.56806372213904,-110.56806372213904,-110.56806372213904,-103.27338642393704,-103.27338642393704,-103.27338642393704,0.0,0.0,0.0,395.0328418850602
2021-06-17,555.1554247568499,260.0923499639402,578.7432315329393,555.1554247568499,555.1554247568499,-136.85587627998487,-136.85587627998487,-136.85587627998487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.260775,23.260775,23.260775,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,43.75564120174594,43.75564120174594,43.75564120174594,-7.372021164933152,-7.372021164933152,-7.372021164933152,36.2527316556175,36.2527316556175,36.2527316556175,-72.64221339983443,-72.64221339983443,-72.64221339983443,-107.96930408189634,-107.96930408189634,-107.96930408189634,0.0,0.0,0.0,418.2995484768651
2021-06-18,555.0030298375253,259.0979587574043,589.5872764395411,555.0030298375253,555.0030298375253,-122.26854258642305,-122.26854258642305,-122.26854258642305,25.751249,25.751249,25.751249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,43.390185694000955,43.390185694000955,43.390185694000955,-4.551985487970617,-4.551985487970617,-4.551985487970617,30.576766470909984,30.576766470909984,30.576766470909984,-55.20975884581671,-55.20975884581671,-55.20975884581671,-110.44896943460728,-110.44896943460728,-110.44896943460728,0.0,0.0,0.0,432.7344872511023
2021-06-19,554.8506349182009,406.41509337911003,735.5687706140312,554.8506349182009,554.8506349182009,24.757465451921767,24.757465451921767,24.757465451921767,0.0,0.0,0.0,0.0,0.0,0.0,46.071011,46.071011,46.071011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,48.312549881804166,48.312549881804166,48.312549881804166,-13.012092518858227,-13.012092518858227,-13.012092518858227,23.639475689600804,23.639475689600804,23.639475689600804,87.02938896606261,87.02938896606261,87.02938896606261,-110.58447339594504,-110.58447339594504,-110.58447339594504,0.0,0.0,0.0,579.6081003701227
2021-06-20,554.6982399988764,670.6730803863385,999.8228251662246,554.6982399988764,554.6982399988764,270.71273147716596,270.71273147716596,270.71273147716596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.924025,74.924025,74.924025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,90.00042846659491,90.00042846659491,90.00042846659491,1.714760460835022,1.714760460835022,1.714760460835022,21.747487294698303,21.747487294698303,21.747487294698303,289.00011429209985,289.00011429209985,289.00011429209985,-108.28781128152877,-108.28781128152877,-108.28781128152877,0.0,0.0,0.0,825.4109714760423
2021-06-21,554.5458450795518,289.93616152986175,609.4659129541003,554.5458450795518,554.5458450795518,-105.085166060755,-105.085166060755,-105.085166060755,0.0,0.0,0.0,27.586698,27.586698,27.586698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,40.789059987083625,40.789059987083625,40.789059987083625,-1.1052752161275157,-1.1052752161275157,-1.1052752161275157,22.69348149214955,22.69348149214955,22.69348149214955,-42.36130620787772,-42.36130620787772,-42.36130620787772,-103.5129198399609,-103.5129198399609,-103.5129198399609,0.0,0.0,0.0,449.4606790187968
2021-06-22,554.3934501602272,201.13425003984722,527.3339572699002,554.3934501602272,554.3934501602272,-187.6440141425253,-187.6440141425253,-187.6440141425253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.031354,20.031354,20.031354,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,3.8609028114321244,3.8609028114321244,3.8609028114321244,-18.495495224063163,-18.495495224063163,-18.495495224063163,10.710888324433697,10.710888324433697,10.710888324433697,-95.24816108322268,-95.24816108322268,-95.24816108322268,-96.25675587073474,-96.25675587073474,-96.25675587073474,0.0,0.0,0.0,366.7494360177019
2021-06-23,554.2410552409028,212.25108164174657,540.6683702966898,554.2410552409028,554.2410552409028,-178.0887606319863,-178.0887606319863,-178.0887606319863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8428416,17.8428416,17.8428416,-8.38584428893841,-8.38584428893841,-8.38584428893841,19.03868119884614,19.03868119884614,19.03868119884614,2.6547723531558676,2.6547723531558676,2.6547723531558676,6.926911534628683,6.926911534628683,6.926911534628683,-110.56806372182784,-110.56806372182784,-110.56806372182784,-86.5593781090046,-86.5593781090046,-86.5593781090046,0.0,0.0,0.0,376.1522946089165
2021-06-24,554.0886603215782,272.61755043674384,595.0987471361095,554.0886603215782,554.0886603215782,-120.48329241176002,-120.48329241176002,-120.48329241176002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.260775,23.260775,23.260775,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,26.66194029118893,26.66194029118893,26.66194029118893,2.9681096505961495,2.9681096505961495,2.9681096505961495,8.818899929531186,8.818899929531186,8.818899929531186,-72.64221339952486,-72.64221339952486,-72.64221339952486,-74.50301930342407,-74.50301930342407,-74.50301930342407,0.0,0.0,0.0,433.6053679098182
2021-06-25,553.9362654022536,294.1622799981074,626.9825100542605,553.9362654022536,553.9362654022536,-100.35970799177996,-100.35970799177996,-100.35970799177996,25.751249,25.751249,25.751249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,15.060212313216786,15.060212313216786,15.060212313216786,-12.385417923977665,-12.385417923977665,-12.385417923977665,10.080225526132857,10.080225526132857,10.080225526132857,-55.209758846785576,-55.209758846785576,-55.209758846785576,-60.210161458211175,-60.210161458211175,-60.210161458211175,0.0,0.0,0.0,453.5765574104737
2021-06-26,553.7838704829292,474.7214581984982,798.2261976500428,553.7838704829292,553.7838704829292,89.10339731457616,89.10339731457616,89.10339731457616,0.0,0.0,0.0,0.0,0.0,0.0,46.071011,46.071011,46.071011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,45.9146617099588,45.9146617099588,45.9146617099588,-7.842027111093576,-7.842027111093576,-7.842027111093576,16.07152210999079,16.07152210999079,16.07152210999079,87.02938896654571,87.02938896654571,87.02938896654571,-43.840653361928375,-43.840653361928375,-43.840653361928375,0.0,0.0,0.0,642.8872677975053
2021-06-27,553.6314755636047,736.5579645920609,1054.3939851751877,553.6314755636047,553.6314755636047,341.1804884794229,341.1804884794229,341.1804884794229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.924025,74.924025,74.924025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,77.76830925616309,77.76830925616309,77.76830925616309,-8.625370354694283,-8.625370354694283,-8.625370354694283,19.855498899795798,19.855498899795798,19.855498899795798,289.00011429237384,289.00011429237384,289.00011429237384,-25.587935069113986,-25.587935069113986,-25.587935069113986,0.0,0.0,0.0,894.8119640430275
2021-06-28,553.4790806442801,362.0455542723462,709.437997680725,553.4790806442801,553.4790806442801,-15.893391656959633,-15.893391656959633,-15.893391656959633,0.0,0.0,0.0,27.586698,27.586698,27.586698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,32.14237278182384,32.14237278182384,32.14237278182384,-5.0219914341310385,-5.0219914341310385,-5.0219914341310385,17.963510504893286,17.963510504893286,17.963510504893286,-42.36130620699928,-42.36130620699928,-42.36130620699928,-5.674458231784204,-5.674458231784204,-5.674458231784204,0.0,0.0,0.0,537.5856889873205
2021-06-29,553.3266857249556,330.0977566660212,643.7208264896939,553.3266857249556,553.3266857249556,-62.11346975600393,-62.11346975600393,-62.11346975600393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.031354,20.031354,20.031354,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,17.481104741533706,17.481104741533706,17.481104741533706,-3.298636298209489,-3.298636298209489,-3.298636298209489,9.134231328681604,9.134231328681604,9.134231328681604,-95.2481610833011,-95.2481610833011,-95.2481610833011,15.653586585763465,15.653586585763465,15.653586585763465,0.0,0.0,0.0,491.21321596895166
2021-06-30,553.174290805631,333.27981394832267,674.2091780924661,553.174290805631,553.174290805631,-55.892011412308,-55.892011412308,-55.892011412308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8428416,17.8428416,17.8428416,-8.38584428893841,-8.38584428893841,-8.38584428893841,16.543947429584694,16.543947429584694,16.543947429584694,-1.7319498110080793,-1.7319498110080793,-1.7319498110080793,8.818899929531186,8.818899929531186,8.818899929531186,-110.56806372192744,-110.56806372192744,-110.56806372192744,38.132104880034746,38.132104880034746,38.132104880034746,0.0,0.0,0.0,497.282279393323
2021-07-01,553.0218958863065,409.38749290364683,742.5159293737283,553.0218958863065,553.0218958863065,19.29104614007219,19.29104614007219,19.29104614007219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.260775,23.260775,23.260775,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,30.44791118270408,30.44791118270408,30.44791118270408,2.6547723531558676,2.6547723531558676,2.6547723531558676,12.918208118486616,12.918208118486616,12.918208118486616,-72.64221340035175,-72.64221340035175,-72.64221340035175,61.48534835771987,61.48534835771987,61.48534835771987,0.0,0.0,0.0,572.3129420263788
2021-07-02,552.869500966982,458.16431619653474,789.693352106178,552.869500966982,552.869500966982,69.16630211975986,69.16630211975986,69.16630211975986,25.751249,25.751249,25.751249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,38.94364047853294,38.94364047853294,38.94364047853294,0.46141127107389407,0.46141127107389407,0.46141127107389407,21.116824496397467,21.116824496397467,21.116824496397467,-55.20975884631556,-55.20975884631556,-55.20975884631556,85.43242048754249,85.43242048754249,85.43242048754249,0.0,0.0,0.0,622.0358030867418
2021-07-03,552.7171060476575,655.0319757161502,982.2803144840091,552.7171060476575,552.7171060476575,259.7646550698224,259.7646550698224,259.7646550698224,0.0,0.0,0.0,0.0,0.0,0.0,46.071011,46.071011,46.071011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,63.04139696320755,63.04139696320755,63.04139696320755,1.40142316339474,1.40142316339474,1.40142316339474,23.954807088751227,23.954807088751227,23.954807088751227,87.02938896619435,87.02938896619435,87.02938896619435,109.69386914042049,109.69386914042049,109.69386914042049,0.0,0.0,0.0,812.4817611174799
2021-07-04,552.5647111361963,864.1280154398805,1186.155669846297,552.5647111361963,552.5647111361963,481.6291130663503,481.6291130663503,481.6291130663503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.924025,74.924025,74.924025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,58.63080489178428,58.63080489178428,58.63080489178428,-23.978897929268097,-23.978897929268097,-23.978897929268097,16.07152210999079,16.07152210999079,16.07152210999079,289.00011429196053,289.00011429196053,289.00011429196053,133.99819388260556,133.99819388260556,133.99819388260556,0.0,0.0,0.0,1034.1938242025467
2021-07-05,552.412316224735,527.969505612905,855.9450418160152,552.412316224735,552.412316224735,147.55183704809951,147.55183704809951,147.55183704809951,0.0,0.0,0.0,27.586698,27.586698,27.586698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,31.82504728096329,31.82504728096329,31.82504728096329,-4.708654136690758,-4.708654136690758,-4.708654136690758,17.332847706592457,17.332847706592457,17.332847706592457,-42.36130620862706,-42.36130620862706,-42.36130620862706,158.08809597576328,158.08809597576328,158.08809597576328,0.0,0.0,0.0,699.9641532728346
2021-07-06,552.2599213132739,498.32090962360394,824.3947808153099,552.2599213132739,552.2599213132739,115.14254505025878,115.14254505025878,115.14254505025878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.031354,20.031354,20.031354,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,28.664401851967785,28.664401851967785,28.664401851967785,-1.5752811622879384,-1.5752811622879384,-1.5752811622879384,18.594173303194133,18.594173303194133,18.594173303194133,-95.24816108228846,-95.24816108228846,-95.24816108228846,181.72630428057946,181.72630428057946,181.72630428057946,0.0,0.0,0.0,667.4024663635328
2021-07-07,552.1075264018127,516.2996300284553,837.491448653462,552.1075264018127,552.1075264018127,120.90204200842422,120.90204200842422,120.90204200842422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8428416,17.8428416,17.8428416,-8.38584428893841,-8.38584428893841,-8.38584428893841,26.769285732306713,26.769285732306713,26.769285732306713,1.871429109555163,1.871429109555163,1.871429109555163,15.440859311689957,15.440859311689957,15.440859311689957,-110.56806372201447,-110.56806372201447,-110.56806372201447,204.70081999813192,204.70081999813192,204.70081999813192,0.0,0.0,0.0,673.009568410237
2021-07-08,551.9551314903514,581.9067798587943,899.8917569078302,551.9551314903514,551.9551314903514,187.00311174030176,187.00311174030176,187.00311174030176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.260775,23.260775,23.260775,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,32.81588782889741,32.81588782889741,32.81588782889741,2.1847664069954447,2.1847664069954447,2.1847664069954447,15.75619071084037,15.75619071084037,15.75619071084037,-72.64221340058783,-72.64221340058783,-72.64221340058783,226.82943731199217,226.82943731199217,226.82943731199217,0.0,0.0,0.0,738.9582432306531
2021-07-09,551.8027365788903,619.871950711953,927.0965979865923,551.8027365788903,551.8027365788903,229.632686962847,229.632686962847,229.632686962847,25.751249,25.751249,25.751249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,36.87903062122922,36.87903062122922,36.87903062122922,2.8114410018760085,2.8114410018760085,2.8114410018760085,16.70218490829162,16.70218490829162,16.70218490829162,-55.20975884728442,-55.20975884728442,-55.20975884728442,247.9634151889022,247.9634151889022,247.9634151889022,0.0,0.0,0.0,781.4354235417372
2021-07-10,551.6503416674291,804.6416486053296,1113.2582045156762,551.6503416674291,551.6503416674291,406.409674397643,406.409674397643,406.409674397643,0.0,0.0,0.0,0.0,0.0,0.0,46.071011,46.071011,46.071011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,51.39008800832318,51.39008800832318,51.39008800832318,-1.1052752161275157,-1.1052752161275157,-1.1052752161275157,14.810196513389114,14.810196513389114,14.810196513389114,87.02938896667744,87.02938896667744,87.02938896667744,267.9901974226424,267.9901974226424,267.9901974226424,0.0,0.0,0.0,958.0600160650721
2021-07-11,551.497946755968,1050.4954973268548,1372.933774347638,551.497946755968,551.497946755968,662.3630120742645,662.3630120742645,662.3630120742645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.924025,74.924025,74.924025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,86.52779487252005,86.52779487252005,86.52779487252005,2.341435055715586,2.341435055715586,2.341435055715586,17.648179105742873,17.648179105742873,17.648179105742873,289.00011429239896,289.00011429239896,289.00011429239896,286.8351029093455,286.8351029093455,286.8351029093455,0.0,0.0,0.0,1213.8609588302324
2021-07-12,551.3455518445066,654.462174474126,987.5243268252176,551.3455518445066,551.3455518445066,284.2102262437263,284.2102262437263,284.2102262437263,0.0,0.0,0.0,27.586698,27.586698,27.586698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,22.109596958604417,22.109596958604417,22.109596958604417,-14.108773059899217,-14.108773059899217,-14.108773059899217,17.017516307442044,17.017516307442044,17.017516307442044,-42.36130620766195,-42.36130620766195,-42.36130620766195,304.4619354927838,304.4619354927838,304.4619354927838,0.0,0.0,0.0,835.555778088233
2021-07-13,551.1931569330454,772.7781020702542,1089.1479661082442,551.1931569330454,551.1931569330454,378.4009750561539,378.4009750561539,378.4009750561539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.031354,20.031354,20.031354,0.0,0.0,0.0,148.97205736819947,148.97205736819947,148.97205736819947,152.77664435307364,152.77664435307364,152.77664435307364,-29.775637931913316,-29.775637931913316,-29.775637931913316,13.548870916787449,13.548870916787449,13.548870916787449,-95.24816108278603,-95.24816108278603,-95.24816108278603,320.8724917858663,320.8724917858663,320.8724917858663,0.0,0.0,0.0,929.5941319891994
2021-07-14,551.0407620215843,934.6677887498994,1272.552966668458,551.0407620215843,551.0407620215843,555.2678638630696,555.2678638630696,555.2678638630696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8428416,17.8428416,17.8428416,306.32995902533736,306.32995902533736,306.32995902533736,329.7309521891516,329.7309521891516,329.7309521891516,-9.252044949574845,-9.252044949574845,-9.252044949574845,14.810196513389114,14.810196513389114,14.810196513389114,-110.56806372261954,-110.56806372261954,-110.56806372261954,336.1049753965375,336.1049753965375,336.1049753965375,0.0,0.0,0.0,1106.3086258846538
2021-07-15,550.8883671101231,720.8785986528721,1034.9080925675403,550.8883671101231,550.8883671101231,318.7563273971324,318.7563273971324,318.7563273971324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.260775,23.260775,23.260775,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,41.16718465210814,41.16718465210814,41.16718465210814,2.9681096505961495,2.9681096505961495,2.9681096505961495,23.324144290450395,23.324144290450395,23.324144290450395,-72.64221339924667,-72.64221339924667,-72.64221339924667,350.23135614427093,350.23135614427093,350.23135614427093,0.0,0.0,0.0,869.6446945072555
2021-07-16,550.7359721986619,738.6812800901487,1059.7763712869212,550.7359721986619,550.7359721986619,343.60302575031915,343.60302575031915,343.60302575031915,25.751249,25.751249,25.751249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,35.45904227419727,35.45904227419727,35.45904227419727,2.9681096505961495,2.9681096505961495,2.9681096505961495,15.125527912539535,15.125527912539535,15.125527912539535,-55.20975884549826,-55.20975884549826,-55.20975884549826,363.35374232162013,363.35374232162013,363.35374232162013,0.0,0.0,0.0,894.338997948981
2021-07-17,550.5835772872007,907.7469954840979,1237.2636538248503,550.5835772872007,550.5835772872007,522.5073634449354,522.5073634449354,522.5073634449354,0.0,0.0,0.0,0.0,0.0,0.0,46.071011,46.071011,46.071011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,59.8781124631527,59.8781124631527,59.8781124631527,2.9681096505961495,2.9681096505961495,2.9681096505961495,19.224836101494965,19.224836101494965,19.224836101494965,87.02938896667203,87.02938896667203,87.02938896667203,375.59986201511083,375.59986201511083,375.59986201511083,0.0,0.0,0.0,1073.090940732136
2021-07-18,550.4311823757396,1166.9274681743038,1489.013530083899,550.4311823757396,550.4311823757396,774.6242892950434,774.6242892950434,774.6242892950434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.924025,74.924025,74.924025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.38584428893841,-8.38584428893841,-8.38584428893841,98.50639983681562,98.50639983681562,98.50639983681562,2.9681096505961495,2.9681096505961495,2.9681096505961495,29.0001094751579,29.0001094751579,29.0001094751579,289.0001142922471,289.0001142922471,289.0001142922471,387.1177751659808,387.1177751659808,387.1177751659808,0.0,0.0,0.0,1325.055471670783
