ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,day_friday,day_friday_lower,day_friday_upper,day_monday,day_monday_lower,day_monday_upper,day_saturday,day_saturday_lower,day_saturday_upper,day_sunday,day_sunday_lower,day_sunday_upper,day_thursday,day_thursday_lower,day_thursday_upper,day_tuesday,day_tuesday_lower,day_tuesday_upper,day_wednesday,day_wednesday_lower,day_wednesday_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,precipitation_sum_mm,precipitation_sum_mm_lower,precipitation_sum_mm_upper,temperature_2m_mean,temperature_2m_mean_lower,temperature_2m_mean_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-09-19,541.9620681220309,657.1919684430087,991.5913980396097,541.9620681220309,541.9620681220309,276.9034708424581,276.9034708424581,276.9034708424581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.096095,107.096095,107.096095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.67020137367136,124.67020137367136,124.67020137367136,0.7228519485055581,0.7228519485055581,0.7228519485055581,16.851254425165788,16.851254425165788,16.851254425165788,256.3814962035622,256.3814962035622,256.3814962035622,-104.14822673477555,-104.14822673477555,-104.14822673477555,0.0,0.0,0.0,818.865538964489
2021-09-20,541.8052883193703,259.3575457010489,585.1928712084081,541.8052883193703,541.8052883193703,-115.93410591143773,-115.93410591143773,-115.93410591143773,0.0,0.0,0.0,23.164836,23.164836,23.164836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.770732944028364,20.770732944028364,20.770732944028364,-14.771611307765095,-14.771611307765095,-14.771611307765095,12.377508251793456,12.377508251793456,12.377508251793456,-37.37754161672968,-37.37754161672968,-37.37754161672968,-99.32729723873639,-99.32729723873639,-99.32729723873639,0.0,0.0,0.0,425.8711824079326
2021-09-21,541.6485085167097,208.30474374411037,547.7296247989394,541.6485085167097,541.6485085167097,-164.13610190990929,-164.13610190990929,-164.13610190990929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.952192199999999,8.952192199999999,8.952192199999999,0.0,0.0,0.0,17.9045731650645,17.9045731650645,17.9045731650645,2.769290491786588,2.769290491786588,2.769290491786588,6.1830904732779155,6.1830904732779155,6.1830904732779155,-87.1222556034758,-87.1222556034758,-87.1222556034758,-94.91841947149798,-94.91841947149798,-94.91841947149798,0.0,0.0,0.0,377.5124066068005
2021-09-22,541.4917287140491,181.26808095137704,534.1622021357571,541.4917287140491,541.4917287140491,-176.99008765290685,-176.99008765290685,-176.99008765290685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6495266,5.6495266,5.6495266,12.881235959921298,12.881235959921298,12.881235959921298,2.769290491786588,2.769290491786588,2.769290491786588,4.46241886813471,4.46241886813471,4.46241886813471,-98.68128007801224,-98.68128007801224,-98.68128007801224,-91.1900435348159,-91.1900435348159,-91.1900435348159,0.0,0.0,0.0,364.5016410611423
2021-09-23,541.3349489113886,247.80269008779516,588.8041189530041,541.3349489113886,541.3349489113886,-129.76042379634504,-129.76042379634504,-129.76042379634504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7538028,14.7538028,14.7538028,0.0,0.0,0.0,0.0,0.0,0.0,25.426855370207708,25.426855370207708,25.426855370207708,2.769290491786588,2.769290491786588,2.769290491786588,7.903762078421119,7.903762078421119,7.903762078421119,-66.81635210016135,-66.81635210016135,-66.81635210016135,-88.3709270663914,-88.3709270663914,-88.3709270663914,0.0,0.0,0.0,411.5745251150435
2021-09-24,541.178169108728,283.02014731297874,618.1380434548935,541.178169108728,541.178169108728,-96.06533743093107,-96.06533743093107,-96.06533743093107,20.940312,20.940312,20.940312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74297642255139,35.74297642255139,35.74297642255139,2.769290491786588,2.769290491786588,2.769290491786588,12.033373930764808,12.033373930764808,12.033373930764808,-45.16359760528708,-45.16359760528708,-45.16359760528708,-86.6447162481954,-86.6447162481954,-86.6447162481954,0.0,0.0,0.0,445.11283167779686
2021-09-25,541.0213893060674,423.60209430591607,777.7018561580988,541.0213893060674,541.0213893060674,65.26914736365592,65.26914736365592,65.26914736365592,0.0,0.0,0.0,0.0,0.0,0.0,56.352638,56.352638,56.352638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.63541162207153,72.63541162207153,72.63541162207153,2.1845937651348653,2.1845937651348653,2.1845937651348653,14.098179856936659,14.098179856936659,14.098179856936659,78.77953079900486,78.77953079900486,78.77953079900486,-86.14579505742043,-86.14579505742043,-86.14579505742043,0.0,0.0,0.0,606.2905366697232
2021-09-26,540.8646095034068,672.1659399159823,996.3700304895469,540.8646095034068,540.8646095034068,288.88470844435784,288.88470844435784,288.88470844435784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.096095,107.096095,107.096095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.45971679150863,119.45971679150863,119.45971679150863,-4.8317669546858095,-4.8317669546858095,-4.8317669546858095,17.19538874619442,17.19538874619442,17.19538874619442,256.3814962035313,256.3814962035313,256.3814962035313,-86.95650455068214,-86.95650455068214,-86.95650455068214,0.0,0.0,0.0,829.7493179477647
2021-09-27,540.7078297007463,276.1310008377535,613.0629831294924,540.7078297007463,540.7078297007463,-93.40055661399627,-93.40055661399627,-93.40055661399627,0.0,0.0,0.0,23.164836,23.164836,23.164836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0827827785265,33.0827827785265,33.0827827785265,-0.7388898681237488,-0.7388898681237488,-0.7388898681237488,10.65683664665025,10.65683664665025,10.65683664665025,-37.37754161695617,-37.37754161695617,-37.37754161695617,-89.10579777556663,-89.10579777556663,-89.10579777556663,0.0,0.0,0.0,447.30727308675
2021-09-28,540.5510498980857,205.88297799665696,548.0007788175899,540.5510498980857,540.5510498980857,-163.50771210871423,-163.50771210871423,-163.50771210871423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.952192199999999,8.952192199999999,8.952192199999999,0.0,0.0,0.0,16.183901559921296,16.183901559921296,16.183901559921296,2.769290491786588,2.769290491786588,2.769290491786588,4.46241886813471,4.46241886813471,4.46241886813471,-87.12225560331854,-87.12225560331854,-87.12225560331854,-92.56935806531702,-92.56935806531702,-92.56935806531702,0.0,0.0,0.0,377.04333778937144
2021-09-29,540.3942700954251,180.68472421731875,520.0416787823291,540.3942700954251,540.3942700954251,-192.44472911944948,-192.44472911944948,-192.44472911944948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6495266,5.6495266,5.6495266,3.5077209506029177,3.5077209506029177,3.5077209506029177,-4.539418591359947,-4.539418591359947,-4.539418591359947,2.397612941962866,2.397612941962866,2.397612941962866,-98.68128007788917,-98.68128007788917,-98.68128007788917,-97.2711699921632,-97.2711699921632,-97.2711699921632,0.0,0.0,0.0,347.94954097597565
2021-09-30,540.2374902927645,220.0812595742651,548.5041751054326,540.2374902927645,540.2374902927645,-154.8000205093427,-154.8000205093427,-154.8000205093427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7538028,14.7538028,14.7538028,0.0,0.0,0.0,0.0,0.0,0.0,15.10282573934848,15.10282573934848,15.10282573934848,2.769290491786588,2.769290491786588,2.769290491786588,-2.420267552438108,-2.420267552438108,-2.420267552438108,-66.8163520999042,-66.8163520999042,-66.8163520999042,-103.08649414878694,-103.08649414878694,-103.08649414878694,0.0,0.0,0.0,385.4374697834218
2021-10-01,540.0807104901039,231.2987771011847,571.5843244401636,540.0807104901039,540.0807104901039,-137.04569427919225,-137.04569427919225,-137.04569427919225,20.940312,20.940312,20.940312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9640635268827,17.9640635268827,17.9640635268827,-4.6855927730228775,-4.6855927730228775,-4.6855927730228775,1.7093442999055806,1.7093442999055806,1.7093442999055806,-45.163597604791995,-45.163597604791995,-45.163597604791995,-109.84616020128297,-109.84616020128297,-109.84616020128297,0.0,0.0,0.0,403.03501621091164
2021-10-02,539.9239306874433,392.93959933570505,725.0476440941723,539.9239306874433,539.9239306874433,18.240154070825003,18.240154070825003,18.240154070825003,0.0,0.0,0.0,0.0,0.0,0.0,56.352638,56.352638,56.352638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.80268154524796,56.80268154524796,56.80268154524796,-8.486121496259077,-8.486121496259077,-8.486121496259077,8.936165041507044,8.936165041507044,8.936165041507044,78.77953079885454,78.77953079885454,78.77953079885454,-117.3420582732775,-117.3420582732775,-117.3420582732775,0.0,0.0,0.0,558.1640847582684
2021-10-03,539.7671508847828,591.9041047322379,930.8076774741776,539.7671508847828,539.7671508847828,221.1992295474628,221.1992295474628,221.1992295474628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.096095,107.096095,107.096095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.15141092735922,90.15141092735922,90.15141092735922,-25.880849114147836,-25.880849114147836,-25.880849114147836,8.936165041507044,8.936165041507044,8.936165041507044,256.3814962037975,256.3814962037975,256.3814962037975,-125.33367758369384,-125.33367758369384,-125.33367758369384,0.0,0.0,0.0,760.9663804322456
2021-10-04,539.6103712255382,239.18500773445697,575.4429314160074,539.6103712255382,539.6103712255382,-143.58193337054098,-143.58193337054098,-143.58193337054098,0.0,0.0,0.0,23.164836,23.164836,23.164836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.351122428366303,27.351122428366303,27.351122428366303,2.4769421284607267,2.4769421284607267,2.4769421284607267,1.7093442999055806,1.7093442999055806,1.7093442999055806,-37.37754161711738,-37.37754161711738,-37.37754161711738,-133.55551418178993,-133.55551418178993,-133.55551418178993,0.0,0.0,0.0,396.0284378549972
2021-10-05,539.4535915662935,143.69361902828723,495.328454181501,539.4535915662935,539.4535915662935,-221.78727025936098,-221.78727025936098,-221.78727025936098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.952192199999999,8.952192199999999,8.952192199999999,0.0,0.0,0.0,7.060132647671405,7.060132647671405,7.060132647671405,-4.97794113634874,-4.97794113634874,-4.97794113634874,3.0858815840201457,3.0858815840201457,3.0858815840201457,-87.12225560316124,-87.12225560316124,-87.12225560316124,-141.7251473038711,-141.7251473038711,-141.7251473038711,0.0,0.0,0.0,317.66632130693256
2021-10-06,539.296811907049,135.42190837573662,469.4281574959958,539.296811907049,539.296811907049,-238.4490198995408,-238.4490198995408,-238.4490198995408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6495266,5.6495266,5.6495266,9.784027070663528,9.784027070663528,9.784027070663528,2.769290491786588,2.769290491786588,2.769290491786588,1.3652099788769407,1.3652099788769407,1.3652099788769407,-98.68128007809507,-98.68128007809507,-98.68128007809507,-149.55176689210916,-149.55176689210916,-149.55176689210916,0.0,0.0,0.0,300.84779200750825
2021-10-07,539.1400322478044,160.80608393155973,494.9729447909897,539.1400322478044,539.1400322478044,-208.80258428253504,-208.80258428253504,-208.80258428253504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7538028,14.7538028,14.7538028,0.0,0.0,0.0,0.0,0.0,0.0,14.758691418319842,14.758691418319842,14.758691418319842,2.769290491786588,2.769290491786588,2.769290491786588,-2.7644018734667477,-2.7644018734667477,-2.7644018734667477,-66.816352100021,-66.816352100021,-66.816352100021,-156.7449236008339,-156.7449236008339,-156.7449236008339,0.0,0.0,0.0,330.33744796526935
2021-10-08,538.9832525885598,202.152986755691,536.0576331165089,538.9832525885598,538.9832525885598,-185.5209928209739,-185.5209928209739,-185.5209928209739,20.940312,20.940312,20.940312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.665872223463044,22.665872223463044,22.665872223463044,2.769290491786588,2.769290491786588,2.769290491786588,-1.0437302683235432,-1.0437302683235432,-1.0437302683235432,-45.1635976053813,-45.1635976053813,-45.1635976053813,-163.02326743905564,-163.02326743905564,-163.02326743905564,0.0,0.0,0.0,353.4622597675859
2021-10-09,538.8264729293153,342.40848590162165,679.171428791518,538.8264729293153,538.8264729293153,-31.265313164050323,-31.265313164050323,-31.265313164050323,0.0,0.0,0.0,0.0,0.0,0.0,56.352638,56.352638,56.352638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.07819822346304,58.07819822346304,58.07819822346304,2.769290491786588,2.769290491786588,2.769290491786588,-1.0437302683235432,-1.0437302683235432,-1.0437302683235432,78.77953079919936,78.77953079919936,78.77953079919936,-168.1230421867127,-168.1230421867127,-168.1230421867127,0.0,0.0,0.0,507.56115976526496
2021-10-10,538.6696932700706,562.9685683474241,902.3446233035945,538.6696932700706,538.6696932700706,190.29983272196898,190.29983272196898,190.29983272196898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.096095,107.096095,107.096095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.72444633420528,105.72444633420528,105.72444633420528,2.769290491786588,2.769290491786588,2.769290491786588,-4.140939157581313,-4.140939157581313,-4.140939157581313,256.3814962037666,256.3814962037666,256.3814962037666,-171.80610981600282,-171.80610981600282,-171.80610981600282,0.0,0.0,0.0,728.9695259920396
2021-10-11,538.512913610826,189.4247220705507,520.1165995061931,538.512913610826,538.512913610826,-185.3220345783095,-185.3220345783095,-185.3220345783095,0.0,0.0,0.0,23.164836,23.164836,23.164836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.922799186548964,25.922799186548964,25.922799186548964,2.769290491786588,2.769290491786588,2.769290491786588,-0.011327305237624085,-0.011327305237624085,-0.011327305237624085,-37.3775416163089,-37.3775416163089,-37.3775416163089,-173.86729214854955,-173.86729214854955,-173.86729214854955,0.0,0.0,0.0,353.1908790325165
2021-10-12,538.3561339515815,116.08050318299195,443.5621881832477,538.3561339515815,538.3561339515815,-255.69556755019048,-255.69556755019048,-255.69556755019048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.952192199999999,8.952192199999999,8.952192199999999,0.0,0.0,0.0,5.567523565736209,5.567523565736209,5.567523565736209,2.4769421284607267,2.4769421284607267,2.4769421284607267,-5.861610762724517,-5.861610762724517,-5.861610762724517,-87.12225560322278,-87.12225560322278,-87.12225560322278,-174.1408355127039,-174.1408355127039,-174.1408355127039,0.0,0.0,0.0,282.66056640139095
2021-10-13,538.1993542923369,103.56753865294081,434.4487927757566,538.1993542923369,538.1993542923369,-271.72711036180795,-271.72711036180795,-271.72711036180795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6495266,5.6495266,5.6495266,-0.5400025601956994,-0.5400025601956994,-0.5400025601956994,2.769290491786588,2.769290491786588,2.769290491786588,-8.958819651982287,-8.958819651982287,-8.958819651982287,-98.68128007764302,-98.68128007764302,-98.68128007764302,-172.50582772396925,-172.50582772396925,-172.50582772396925,0.0,0.0,0.0,266.472243930529
2021-10-14,538.0425746330923,143.47128140032,480.97159395020947,538.0425746330923,538.0425746330923,-229.2073090418095,-229.2073090418095,-229.2073090418095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7538028,14.7538028,14.7538028,0.0,0.0,0.0,0.0,0.0,0.0,6.499467713632456,6.499467713632456,6.499467713632456,2.769290491786588,2.769290491786588,2.769290491786588,-11.023625578154132,-11.023625578154132,-11.023625578154132,-66.81635209996332,-66.81635209996332,-66.81635209996332,-168.89042465547865,-168.89042465547865,-168.89042465547865,0.0,0.0,0.0,308.8352655912828
2021-10-15,537.8857949738476,177.0287329483762,507.27904164331056,537.8857949738476,537.8857949738476,-190.93451543492714,-190.93451543492714,-190.93451543492714,20.940312,20.940312,20.940312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.50385740803343,17.50385740803343,17.50385740803343,2.769290491786588,2.769290491786588,2.769290491786588,-6.205745083753158,-6.205745083753158,-6.205745083753158,-45.163597604886206,-45.163597604886206,-45.163597604886206,-163.27477523807434,-163.27477523807434,-163.27477523807434,0.0,0.0,0.0,346.9512795389205
2021-10-16,537.7290153146031,345.66882907973525,676.6980332150957,537.7290153146031,537.7290153146031,-25.71752548112823,-25.71752548112823,-25.71752548112823,0.0,0.0,0.0,0.0,0.0,0.0,56.352638,56.352638,56.352638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.19551180289022,51.19551180289022,51.19551180289022,2.769290491786588,2.769290491786588,2.769290491786588,-7.926416688896362,-7.926416688896362,-7.926416688896362,78.77953079954413,78.77953079954413,78.77953079954413,-155.6925680835626,-155.6925680835626,-155.6925680835626,0.0,0.0,0.0,512.0114898334749
2021-10-17,537.5722356553584,584.0821748085234,910.6768055596192,537.5722356553584,537.5722356553584,207.95969400712218,207.95969400712218,207.95969400712218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.096095,107.096095,107.096095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.80935695054654,97.80935695054654,97.80935695054654,2.769290491786588,2.769290491786588,2.769290491786588,-12.056028541240057,-12.056028541240057,-12.056028541240057,256.38149620363447,256.38149620363447,256.38149620363447,-146.23115914705883,-146.23115914705883,-146.23115914705883,0.0,0.0,0.0,745.5319296624806
2021-10-18,537.4154559961139,221.51866006911624,552.2025756242552,537.4154559961139,537.4154559961139,-152.11897533262007,-152.11897533262007,-152.11897533262007,0.0,0.0,0.0,23.164836,23.164836,23.164836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.288843251318593,20.288843251318593,20.288843251318593,0.5766777668426274,0.5766777668426274,0.5766777668426274,-3.452670515524033,-3.452670515524033,-3.452670515524033,-37.37754161647012,-37.37754161647012,-37.37754161647012,-135.03027696746852,-135.03027696746852,-135.03027696746852,0.0,0.0,0.0,385.29648066349387
2021-10-19,537.2586763368694,184.38016717487434,519.6360420094168,537.2586763368694,537.2586763368694,-182.71993823238427,-182.71993823238427,-182.71993823238427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.952192199999999,8.952192199999999,8.952192199999999,0.0,0.0,0.0,26.681656446779673,26.681656446779673,26.681656446779673,-0.15419314147202617,-0.15419314147202617,-0.15419314147202617,17.883657388251702,17.883657388251702,17.883657388251702,-87.122255603001,-87.122255603001,-87.122255603001,-122.27933907616288,-122.27933907616288,-122.27933907616288,0.0,0.0,0.0,354.5387381044851
2021-10-20,537.1018966776247,184.45180904305414,507.63407852525853,537.1018966776247,537.1018966776247,-184.9866639037274,-184.9866639037274,-184.9866639037274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6495266,5.6495266,5.6495266,21.908065338704972,21.908065338704972,21.908065338704972,-0.5927156864608181,-0.5927156864608181,-0.5927156864608181,16.851254425165788,16.851254425165788,16.851254425165788,-98.68128007784895,-98.68128007784895,-98.68128007784895,-108.2134491645834,-108.2134491645834,-108.2134491645834,0.0,0.0,0.0,352.11523277389733
2021-10-21,536.9451170183801,214.00764221122168,553.8849428996748,536.9451170183801,536.9451170183801,-157.57559354750012,-157.57559354750012,-157.57559354750012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7538028,14.7538028,14.7538028,0.0,0.0,0.0,0.0,0.0,0.0,2.3489371688918816,2.3489371688918816,2.3489371688918816,-5.854986226326323,-5.854986226326323,-5.854986226326323,-6.549879404781796,-6.549879404781796,-6.549879404781796,-66.81635210008012,-66.81635210008012,-66.81635210008012,-93.10817861631186,-93.10817861631186,-93.10817861631186,0.0,0.0,0.0,379.3695234708799
2021-10-22,536.7883373591355,252.64001025798518,591.887557056796,536.7883373591355,536.7883373591355,-113.8804996987542,-113.8804996987542,-113.8804996987542,20.940312,20.940312,20.940312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.556365061288766,8.556365061288766,8.556365061288766,2.769290491786588,2.769290491786588,2.769290491786588,-15.153237430497821,-15.153237430497821,-15.153237430497821,-45.16359760508099,-45.16359760508099,-45.16359760508099,-77.27326715496197,-77.27326715496197,-77.27326715496197,0.0,0.0,0.0,422.90783766038135
2021-10-23,536.631557699891,432.277231706354,780.6835738382774,536.631557699891,536.631557699891,67.4069262982997,67.4069262982997,67.4069262982997,0.0,0.0,0.0,0.0,0.0,0.0,56.352638,56.352638,56.352638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.672800337112726,49.672800337112726,49.672800337112726,2.623116310123657,2.623116310123657,2.623116310123657,-9.302953973010927,-9.302953973010927,-9.302953973010927,78.77953079964139,78.77953079964139,78.77953079964139,-61.04540483845445,-61.04540483845445,-61.04540483845445,0.0,0.0,0.0,604.0384839981907
2021-10-24,536.4747780406464,657.6181202615434,1002.2937303060103,536.4747780406464,536.4747780406464,304.592691915478,304.592691915478,304.592691915478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.096095,107.096095,107.096095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.99147645614556,92.99147645614556,92.99147645614556,2.769290491786588,2.769290491786588,2.769290491786588,-16.873909035641027,-16.873909035641027,-16.873909035641027,256.3814962037047,256.3814962037047,256.3814962037047,-44.78028074437234,-44.78028074437234,-44.78028074437234,0.0,0.0,0.0,841.0674699561243
2021-10-25,536.3179983814018,321.3511710619071,662.8945259304895,536.3179983814018,536.3179983814018,-48.92643720144411,-48.92643720144411,-48.92643720144411,0.0,0.0,0.0,23.164836,23.164836,23.164836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.295206277466384,17.295206277466384,17.295206277466384,-0.00801895980909535,-0.00801895980909535,-0.00801895980909535,-5.861610762724517,-5.861610762724517,-5.861610762724517,-37.37754161663132,-37.37754161663132,-37.37754161663132,-28.844101862279192,-28.844101862279192,-28.844101862279192,0.0,0.0,0.0,487.3915611799577
2021-10-26,536.1612187221573,278.5965426794594,613.5885351006119,536.1612187221573,536.1612187221573,-93.83477920779328,-93.83477920779328,-93.83477920779328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.952192199999999,8.952192199999999,8.952192199999999,0.0,0.0,0.0,6.892274892147995,6.892274892147995,6.892274892147995,2.769290491786588,2.769290491786588,2.769290491786588,-4.829207799638592,-4.829207799638592,-4.829207799638592,-87.1222556032813,-87.1222556032813,-87.1222556032813,-13.604798496659985,-13.604798496659985,-13.604798496659985,0.0,0.0,0.0,442.326439514364
2021-10-27,536.004439046212,275.06030021096626,613.9189643661366,536.004439046212,536.004439046212,-95.203079018374,-95.203079018374,-95.203079018374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6495266,5.6495266,5.6495266,2.90134065009071,2.90134065009071,2.90134065009071,2.769290491786588,2.769290491786588,2.769290491786588,-5.5174764416958775,-5.5174764416958775,-5.5174764416958775,-98.68128007805485,-98.68128007805485,-98.68128007805485,0.5768604095901121,0.5768604095901121,0.5768604095901121,0.0,0.0,0.0,440.80136002783803
2021-10-28,535.847659370267,330.5566055149901,665.8915090833974,535.847659370267,535.847659370267,-39.73404629999204,-39.73404629999204,-39.73404629999204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7538028,14.7538028,14.7538028,0.0,0.0,0.0,0.0,0.0,0.0,13.726288455233915,13.726288455233915,13.726288455233915,2.769290491786588,2.769290491786588,2.769290491786588,-3.796804836552673,-3.796804836552673,-3.796804836552673,-66.81635210019697,-66.81635210019697,-66.81635210019697,13.356017344970963,13.356017344970963,13.356017344970963,0.0,0.0,0.0,496.113613070275
2021-10-29,535.6908796943219,363.19115200420356,698.2960747164462,535.6908796943219,535.6908796943219,-6.889473316922814,-6.889473316922814,-6.889473316922814,20.940312,20.940312,20.940312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.862002748875238,13.862002748875238,13.862002748875238,-7.755250587944424,-7.755250587944424,-7.755250587944424,0.6769413368196615,0.6769413368196615,0.6769413368196615,-45.16359760493082,-45.16359760493082,-45.16359760493082,24.412121539132773,24.412121539132773,24.412121539132773,0.0,0.0,0.0,528.8014063773991
2021-10-30,535.5341000183766,536.8158046397942,869.0168075366028,535.5341000183766,535.5341000183766,157.08279138529426,157.08279138529426,157.08279138529426,0.0,0.0,0.0,0.0,0.0,0.0,56.352638,56.352638,56.352638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.84650103272995,44.84650103272995,44.84650103272995,-12.871346946146996,-12.871346946146996,-12.871346946146996,1.3652099788769407,1.3652099788769407,1.3652099788769407,78.77953079914028,78.77953079914028,78.77953079914028,33.456759553424035,33.456759553424035,33.456759553424035,0.0,0.0,0.0,692.6168914036709
2021-10-31,535.3773203424316,773.3431716818287,1112.679135272789,535.3773203424316,535.3773203424316,399.78568732753365,399.78568732753365,399.78568732753365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.096095,107.096095,107.096095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.16346440486612,103.16346440486612,103.16346440486612,-2.200631684753056,-2.200631684753056,-2.200631684753056,-1.7319989103808284,-1.7319989103808284,-1.7319989103808284,256.3814962035726,256.3814962035726,256.3814962035726,40.24072671909497,40.24072671909497,40.24072671909497,0.0,0.0,0.0,935.1630076699653
